label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,0.740050733089447,0.9177224636077881,3.0059891287237406e-07,0.6833619475364685,0.8490653038024902,-0.02076057530939579,0.6392351388931274,0.7307135462760925,-0.027195557951927185,0.614837646484375,0.6341424584388733,-0.033325448632240295,0.5943543910980225,0.5513996481895447,-0.0387568324804306,0.6766965389251709,0.5893335342407227,-0.00406438484787941,0.6467516422271729,0.4745115637779236,-0.021464083343744278,0.6300534605979919,0.40195712447166443,-0.0369015671312809,0.6192970871925354,0.33663907647132874,-0.04886002093553543,0.7188536524772644,0.5715875029563904,-0.009699203073978424,0.7097973823547363,0.4281112849712372,-0.023246264085173607,0.704438328742981,0.33981621265411377,-0.03756524622440338,0.6995790004730225,0.26669493317604065,-0.04820439592003822,0.7590957283973694,0.5893886685371399,-0.020176833495497704,0.7623925805091858,0.45821765065193176,-0.03813987970352173,0.7649809122085571,0.3742508888244629,-0.05203183740377426,0.7648125290870667,0.30127567052841187,-0.061985597014427185,0.7977607250213623,0.633979320526123,-0.03292607143521309,0.8179427981376648,0.5495122075080872,-0.04996407777070999,0.8301866054534912,0.49125951528549194,-0.05770375579595566,0.8376293182373047,0.43812835216522217,-0.0631081759929657
hello,0.7401998043060303,0.9148298501968384,3.025565433745214e-07,0.6821327209472656,0.8470078110694885,-0.02160031720995903,0.6369457244873047,0.7273151278495789,-0.027799008414149284,0.6114051342010498,0.6301899552345276,-0.03369782119989395,0.5902413129806519,0.5477006435394287,-0.038704946637153625,0.6755239963531494,0.5893245339393616,-0.002587264869362116,0.6443736553192139,0.47420448064804077,-0.019671058282256126,0.6272610425949097,0.4016067087650299,-0.034963011741638184,0.6167370676994324,0.3359813392162323,-0.04679691046476364,0.7170928120613098,0.5701594352722168,-0.007396328262984753,0.7062148451805115,0.4267514944076538,-0.020392023026943207,0.7008798718452454,0.3380643129348755,-0.03443725034594536,0.6967589259147644,0.26459529995918274,-0.0449935682117939,0.7571620941162109,0.5859177708625793,-0.017354346811771393,0.7590630054473877,0.4547116160392761,-0.034576717764139175,0.7613770961761475,0.37220320105552673,-0.04824982210993767,0.7613049149513245,0.3007928133010864,-0.05813315883278847,0.7963657379150391,0.6277855634689331,-0.029816094785928726,0.8155891299247742,0.5432565212249756,-0.04606529697775841,0.8268988132476807,0.4852280020713806,-0.05389321967959404,0.8335750699043274,0.4323233366012573,-0.059525925666093826
hello,0.7403226494789124,0.9118252992630005,3.0854246801936824e-07,0.6818524599075317,0.8441094160079956,-0.02162081189453602,0.6351200342178345,0.729921281337738,-0.02918568067252636,0.6077992916107178,0.6347647309303284,-0.036503877490758896,0.5857194662094116,0.5521894693374634,-0.043045561760663986,0.6703316569328308,0.5918209552764893,-0.005511581432074308,0.6384588479995728,0.47697749733924866,-0.024523284286260605,0.6209198236465454,0.4036981165409088,-0.040817853063344955,0.6096323132514954,0.33680009841918945,-0.05332324653863907,0.7117693424224854,0.5713884830474854,-0.011153851635754108,0.699126124382019,0.4276643693447113,-0.026905007660388947,0.6933243274688721,0.3376188278198242,-0.04236401617527008,0.6886237859725952,0.26120632886886597,-0.053692352026700974,0.752277135848999,0.5863314270973206,-0.02175195887684822,0.7520757913589478,0.45449358224868774,-0.041861120611429214,0.7538389563560486,0.37125036120414734,-0.056603480130434036,0.7528998255729675,0.29766273498535156,-0.0667610689997673,0.792634129524231,0.6275221109390259,-0.034623414278030396,0.8097366094589233,0.5407673716545105,-0.05301838368177414,0.8198418617248535,0.4818909764289856,-0.06148393824696541,0.8250764608383179,0.42768439650535583,-0.06735899299383163
hello,0.7379100322723389,0.9153072237968445,2.655077082636126e-07,0.6790012717247009,0.8491517305374146,-0.01758369617164135,0.6317397952079773,0.7318411469459534,-0.022427620366215706,0.6034986972808838,0.6388577818870544,-0.027780191972851753,0.5774308443069458,0.5639641284942627,-0.03279444947838783,0.6667187809944153,0.5948758721351624,-0.001585915801115334,0.633410632610321,0.48407304286956787,-0.018521476536989212,0.6136482954025269,0.41177159547805786,-0.033710867166519165,0.6000254154205322,0.34534725546836853,-0.045776717364788055,0.7065862417221069,0.5729869604110718,-0.008793425746262074,0.6920620799064636,0.432886004447937,-0.023162096738815308,0.6837266683578491,0.3427412807941437,-0.03824792057275772,0.6768484711647034,0.2661811113357544,-0.04955851659178734,0.7460229396820068,0.5856822729110718,-0.020508797839283943,0.7448054552078247,0.4550764560699463,-0.03912998363375664,0.7454346418380737,0.3719274699687958,-0.05379173904657364,0.7435359358787537,0.29909437894821167,-0.06421785801649094,0.7852948307991028,0.6247721910476685,-0.034250546246767044,0.8023478984832764,0.5367364883422852,-0.05160350352525711,0.8120383024215698,0.47653043270111084,-0.06008465215563774,0.816783607006073,0.421692430973053,-0.06620771437883377
hello,0.7329962253570557,0.9062752723693848,3.08273030213968e-07,0.6735432147979736,0.8403822183609009,-0.01952100358903408,0.6249932646751404,0.7363681197166443,-0.026852376759052277,0.5952833294868469,0.6502751111984253,-0.034449584782123566,0.5706689357757568,0.5743095278739929,-0.04139391705393791,0.6564386487007141,0.5938972234725952,-0.003532792441546917,0.6227635145187378,0.48439812660217285,-0.021872209385037422,0.603589653968811,0.41304922103881836,-0.037954870611429214,0.5900365114212036,0.34701165556907654,-0.05028751492500305,0.696351170539856,0.5717743039131165,-0.009955991059541702,0.6809225678443909,0.4328997731208801,-0.025522423908114433,0.6722516417503357,0.34435945749282837,-0.040689289569854736,0.6650431752204895,0.26824790239334106,-0.05181996151804924,0.7362031936645508,0.5829542279243469,-0.02117897942662239,0.7338218092918396,0.4562779366970062,-0.04059014469385147,0.7327076196670532,0.3735283613204956,-0.05498267710208893,0.7295970320701599,0.2996125817298889,-0.06488766521215439,0.776661217212677,0.6192340850830078,-0.03461955115199089,0.7930591702461243,0.5307919979095459,-0.05187182500958443,0.8018132448196411,0.47066211700439453,-0.05996803939342499,0.8055533170700073,0.41489213705062866,-0.0656500980257988
hello,0.7297490239143372,0.9043769836425781,2.8675245289377926e-07,0.6694895029067993,0.8431932330131531,-0.017907356843352318,0.6197377443313599,0.7414398193359375,-0.024891790002584457,0.5884947180747986,0.6563466191291809,-0.032254911959171295,0.5607852935791016,0.5843313336372375,-0.03917236626148224,0.64780193567276,0.5964911580085754,-0.003923617769032717,0.6118742227554321,0.4883425831794739,-0.02184487320482731,0.59102863073349,0.4185674786567688,-0.03757375106215477,0.5758330225944519,0.3546850085258484,-0.04971086233854294,0.6864453554153442,0.5739337205886841,-0.01123709324747324,0.6667919158935547,0.43686655163764954,-0.026654714718461037,0.655649721622467,0.3488061726093292,-0.04159913212060928,0.64620041847229,0.2743450105190277,-0.052539899945259094,0.7259474396705627,0.5844325423240662,-0.023073578253388405,0.7210329174995422,0.45635008811950684,-0.04261614754796028,0.7183706760406494,0.3725831210613251,-0.05747951567173004,0.7136140465736389,0.29815351963043213,-0.0677952989935875,0.7665681838989258,0.619320809841156,-0.03685329481959343,0.7814983129501343,0.529904842376709,-0.054840218275785446,0.7890844345092773,0.46893423795700073,-0.06352759897708893,0.7917711138725281,0.4127993583679199,-0.06961574405431747
hello,0.7234381437301636,0.9084070920944214,2.4689242650310916e-07,0.6628860235214233,0.8529613018035889,-0.015237508341670036,0.611732006072998,0.7498921155929565,-0.02015754021704197,0.5810946822166443,0.665886640548706,-0.02581598609685898,0.5517017245292664,0.6026667356491089,-0.03125258535146713,0.6386593580245972,0.6054127812385559,-0.0011819102801382542,0.6018799543380737,0.5006759762763977,-0.016988087445497513,0.5818496346473694,0.43516314029693604,-0.03105541318655014,0.5669420957565308,0.3770074248313904,-0.04197169095277786,0.6753450036048889,0.5818334221839905,-0.00940866768360138,0.6517378091812134,0.445667028427124,-0.023659804835915565,0.6384268403053284,0.35886523127555847,-0.03810955584049225,0.6269577145576477,0.28677719831466675,-0.04856592416763306,0.7139148712158203,0.5892477035522461,-0.021835168823599815,0.7067229747772217,0.46219056844711304,-0.04053664579987526,0.7018246054649353,0.37769728899002075,-0.05588367208838463,0.6950193643569946,0.3037475049495697,-0.06653644889593124,0.7537339925765991,0.6205469965934753,-0.03592456877231598,0.7676551938056946,0.5305705666542053,-0.05297955870628357,0.7746992111206055,0.46891888976097107,-0.06179444491863251,0.7773647308349609,0.41295188665390015,-0.06814514845609665
hello,0.7154409289360046,0.9101272821426392,2.3704538421043253e-07,0.6544526815414429,0.8569731712341309,-0.014938977546989918,0.6015738844871521,0.7574708461761475,-0.020402507856488228,0.5688471794128418,0.6744380593299866,-0.02693774364888668,0.5370080471038818,0.6144803762435913,-0.033197589218616486,0.6243205070495605,0.6165269613265991,0.0009644784149713814,0.5889735817909241,0.5176100730895996,-0.015836352482438087,0.5704335570335388,0.46096694469451904,-0.031132079660892487,0.5568183660507202,0.41254913806915283,-0.04232154041528702,0.6596613526344299,0.589177668094635,-0.007233935873955488,0.6335389018058777,0.45591896772384644,-0.02135915495455265,0.6179347038269043,0.37075239419937134,-0.03587091341614723,0.6047136187553406,0.2999553084373474,-0.04633723944425583,0.6984484791755676,0.5931488871574402,-0.019923893734812737,0.6889835596084595,0.46522507071495056,-0.038340549916028976,0.6828333139419556,0.38359150290489197,-0.053150054067373276,0.6751068830490112,0.3128649592399597,-0.06325686722993851,0.7395188212394714,0.6220753788948059,-0.034330613911151886,0.7511825561523438,0.5321235060691833,-0.05066743493080139,0.75588059425354,0.4710133671760559,-0.058862023055553436,0.7563236355781555,0.41616880893707275,-0.06475134193897247
hello,0.7091785073280334,0.9156683683395386,2.470659694608912e-07,0.6471216678619385,0.870484471321106,-0.015313665382564068,0.5926498770713806,0.7786542177200317,-0.020564353093504906,0.5604267120361328,0.6994001269340515,-0.02645241469144821,0.5301171541213989,0.6365424394607544,-0.031730033457279205,0.609881579875946,0.6278558373451233,-0.0008473861962556839,0.5735611319541931,0.5265732407569885,-0.01620718650519848,0.5543591976165771,0.4636395573616028,-0.030245138332247734,0.5398604273796082,0.40767204761505127,-0.04099462553858757,0.6451610326766968,0.5991945266723633,-0.008361645974218845,0.6173623204231262,0.4678422212600708,-0.02128508687019348,0.6007609367370605,0.3855659067630768,-0.03445322811603546,0.586296558380127,0.3172571361064911,-0.044045235961675644,0.6843424439430237,0.5998166799545288,-0.020060669630765915,0.6715357899665833,0.4731403589248657,-0.03668015077710152,0.662821888923645,0.3925551772117615,-0.049904100596904755,0.6521376967430115,0.3236170709133148,-0.05927465111017227,0.7267605066299438,0.6250993013381958,-0.03366295248270035,0.738138735294342,0.5352131128311157,-0.04870610684156418,0.7403403520584106,0.47429358959198,-0.056262481957674026,0.7380039691925049,0.42015618085861206,-0.06172948330640793
hello,0.7023389935493469,0.9241554141044617,2.089269059979415e-07,0.6403661966323853,0.8787976503372192,-0.01156037487089634,0.5864346623420715,0.7952548265457153,-0.016741951927542686,0.5556782484054565,0.7225807905197144,-0.02364521659910679,0.5282021164894104,0.6613565683364868,-0.030164558440446854,0.5988344550132751,0.6464816927909851,0.00013965465768706053,0.5617952942848206,0.551708459854126,-0.01749715395271778,0.5396312475204468,0.49862217903137207,-0.03318611532449722,0.5217056274414062,0.45461344718933105,-0.04428530111908913,0.63271164894104,0.6152383685112,-0.010129885748028755,0.6018710732460022,0.4848867654800415,-0.025031456723809242,0.5831635594367981,0.40365344285964966,-0.039769161492586136,0.5672217607498169,0.3363754451274872,-0.05009833723306656,0.671524167060852,0.6128979921340942,-0.024244265630841255,0.6555032730102539,0.4880460500717163,-0.04258739948272705,0.6444798111915588,0.40853559970855713,-0.056535277515649796,0.631868302822113,0.34106943011283875,-0.06600052118301392,0.7144696116447449,0.6352212429046631,-0.03980983421206474,0.7232097387313843,0.5427966713905334,-0.0554991252720356,0.7242271900177002,0.4801151752471924,-0.06251026690006256,0.7210121154785156,0.4247831702232361,-0.06734034419059753
hello,0.6951248645782471,0.9261953830718994,1.7419496600723505e-07,0.6340950727462769,0.8887121081352234,-0.012081419117748737,0.5800055861473083,0.8079490661621094,-0.017483625560998917,0.5482274889945984,0.735781729221344,-0.02430674247443676,0.5187129974365234,0.6798251867294312,-0.030528899282217026,0.587009847164154,0.6550989747047424,-0.00022672058548778296,0.5508560538291931,0.5563517212867737,-0.018022892996668816,0.5271996855735779,0.5090422630310059,-0.033857978880405426,0.5050966739654541,0.4737471342086792,-0.04472006857395172,0.6202969551086426,0.6237828731536865,-0.009815465658903122,0.586152195930481,0.49756473302841187,-0.02423945441842079,0.5621678829193115,0.4233476519584656,-0.0390709824860096,0.5392482876777649,0.3627290725708008,-0.04957897588610649,0.6591746807098389,0.620614230632782,-0.023296456784009933,0.6407873034477234,0.4964970052242279,-0.041582848876714706,0.6265153288841248,0.41789504885673523,-0.056251779198646545,0.6094313263893127,0.35034626722335815,-0.0664379671216011,0.7022863626480103,0.6418050527572632,-0.03809940814971924,0.7102441191673279,0.5501311421394348,-0.05419110506772995,0.7099405527114868,0.4879834055900574,-0.06200334057211876,0.7043167948722839,0.4318704605102539,-0.06757985055446625
hello,0.6899658441543579,0.9369131326675415,1.706653875999109e-07,0.6280953288078308,0.9019997715950012,-0.011627687141299248,0.5711817145347595,0.8209323883056641,-0.015855703502893448,0.5369666218757629,0.751275360584259,-0.02168983593583107,0.5053408145904541,0.6998838186264038,-0.0270841121673584,0.5790871977806091,0.6715600490570068,0.0014950495678931475,0.5427457690238953,0.582962155342102,-0.01573648490011692,0.5176353454589844,0.5402404069900513,-0.03182399272918701,0.49342215061187744,0.5059336423873901,-0.04337179660797119,0.6104813814163208,0.6369016170501709,-0.008421279489994049,0.5732846260070801,0.5126433968544006,-0.022431178018450737,0.5501243472099304,0.4374160170555115,-0.03700236231088638,0.529331386089325,0.3745373785495758,-0.047446493059396744,0.648827075958252,0.6315778493881226,-0.022313836961984634,0.6274146437644958,0.5077952146530151,-0.040718790143728256,0.6135157346725464,0.4300715923309326,-0.055496975779533386,0.5973265767097473,0.36341798305511475,-0.06577253341674805,0.6927433609962463,0.6501682996749878,-0.03760676831007004,0.6999061703681946,0.5572615265846252,-0.054418642073869705,0.7002300024032593,0.49469995498657227,-0.06265939772129059,0.6955263614654541,0.4390718936920166,-0.06853838264942169
